コナミスポーツクラブ 西新井,http://information.konamisportsclub.jp/004043.html,東京都足立区梅島3-32-7イオン西新井4階
コナミスポーツクラブ 恵比寿,http://information.konamisportsclub.jp/006023.html,東京都渋谷区広尾1-1-40恵比寿プライムスクエア内
コナミスポーツクラブ 成増,http://information.konamisportsclub.jp/007833.html,東京都板橋区成増3-30-19
コナミスポーツクラブ 立川,http://information.konamisportsclub.jp/004063.html,東京都立川市柴崎町2-12-24MK立川南ビル6階
